Line_ID	As_Short_Text_LTE_400	As_Long_Text_LTE_4000	As_Year	As_Month	As_Day	As_Hour	As_Minute	As_Second	As_Millisecond	As_Double	As_Long	As_Bool	YMD_hms_Key
1	2815657337									2815657337	2815657337		20181108192038
2	7029336400									7029336400	7029336400		20181108192038
3	8453688800									8453688800	8453688800		20181108192038
4	3156246222									3156246222	3156246222		20181108192038
5	8709721677									8709721677	8709721677		20181108192038
6	7406819020									7406819020	7406819020		20181108192038
7	2707562151									2707562151	2707562151		20181108192038
8	5742677169									5742677169	5742677169		20181108192038
9	3096925500									3096925500	3096925500		20181108192038
10	7025418240									7025418240	7025418240		20181108192038
11	4356736131									4356736131	4356736131		20181108192038
12	7244304848									7244304848	7244304848		20181108192038
13	6035015000									6035015000	6035015000		20181108192038
14	4065495283									4065495283	4065495283		20181108192038
15	9543838836									9543838836	9543838836		20181108192038
16	7135127500									7135127500	7135127500		20181108192038
17	7405924491									7405924491	7405924491		20181108192038
18	7135127500									7135127500	7135127500		20181108192038
19	9102953344									9102953344	9102953344		20181108192038
20	2707374600									2707374600	2707374600		20181108192038
21	8502441200									8502441200	8502441200		20181108192038
22	2693533700									2693533700	2693533700		20181108192038
23	3367162255									3367162255	3367162255		20181108192038
24	8286844994									8286844994	8286844994		20181108192038
25	9498571060									9498571060	9498571060		20181108192038
26	2819294420									2819294420	2819294420		20181108192038
27	2694284620									2694284620	2694284620		20181108192038
28	7147316231									7147316231	7147316231		20181108192038
29	2083756133									2083756133	2083756133		20181108192038
30	3368843800									3368843800	3368843800		20181108192038
31	9204583277									9204583277	9204583277		20181108192038
32	2604368686									2604368686	2604368686		20181108192038
33	7028715005									7028715005	7028715005		20181108192038
34	7273725952									7273725952	7273725952		20181108192038
35	2527526101									2527526101	2527526101		20181108192038
36	8607144680									8607144680	8607144680		20181108192038
37	7405873376									7405873376	7405873376		20181108192038
38	9542657900									9542657900	9542657900		20181108192038
39	2819225550									2819225550	2819225550		20181108192038
40	8645770751									8645770751	8645770751		20181108192038
41	3604186001									3604186001	3604186001		20181108192038
42	7173024056									7173024056	7173024056		20181108192038
43	2156636677									2156636677	2156636677		20181108192038
44	6158903463									6158903463	6158903463		20181108192038
45	5032162181									5032162181	5032162181		20181108192038
46	5803178079									5803178079	5803178079		20181108192038
47	4239297546									4239297546	4239297546		20181108192038
48	3143625298									3143625298	3143625298		20181108192038
49	6034722846									6034722846	6034722846		20181108192038
50	7245482283									7245482283	7245482283		20181108192038
51	7855394205									7855394205	7855394205		20181108192038
52	5407312689									5407312689	5407312689		20181108192038
53	8063513313									8063513313	8063513313		20181108192038
54	8505262412									8505262412	8505262412		20181108192038
55	7135127500									7135127500	7135127500		20181108192038
56	2519908797									2519908797	2519908797		20181108192038
57	4129679090									4129679090	4129679090		20181108192038
58	4192912000									4192912000	4192912000		20181108192038
59	2012655300									2012655300	2012655300		20181108192038
60	2707810167									2707810167	2707810167		20181108192038
61	7196325075									7196325075	7196325075		20181108192038
62	4238445640									4238445640	4238445640		20181108192038
63	7028702099									7028702099	7028702099		20181108192038
64	9702211658									9702211658	9702211658		20181108192038
65	6305279100									6305279100	6305279100		20181108192038
67	7135240580									7135240580	7135240580		20181108192038
68	7075751190									7075751190	7075751190		20181108192038
69	8158752811									8158752811	8158752811		20181108192038
70	9544349070									9544349070	9544349070		20181108192038
71	7242243900									7242243900	7242243900		20181108192038
72	3867884111									3867884111	3867884111		20181108192038
73	7242243900									7242243900	7242243900		20181108192038
74	5124167246									5124167246	5124167246		20181108192038
75	2547724499									2547724499	2547724499		20181108192038
76	5809224241									5809224241	5809224241		20181108192038
77	9017479081									9017479081	9017479081		20181108192038
78	7858775745									7858775745	7858775745		20181108192038
79	5167470161									5167470161	5167470161		20181108192038
80	6192468420									6192468420	6192468420		20181108192038
81	4174483644									4174483644	4174483644		20181108192038
82	6108255800									6108255800	6108255800		20181108192038
83	3034981600									3034981600	3034981600		20181108192038
84	2059752020									2059752020	2059752020		20181108192038
85	9209691768									9209691768	9209691768		20181108192038
86	3058206801									3058206801	3058206801		20181108192038
87	8164784887									8164784887	8164784887		20181108192038
88	2527526101									2527526101	2527526101		20181108192038
89	7709960622									7709960622	7709960622		20181108192038
90	5135311100									5135311100	5135311100		20181108192038
91	8164784887									8164784887	8164784887		20181108192038
92	2129247908									2129247908	2129247908		20181108192038
94	8283918364									8283918364	8283918364		20181108192038
95	9549872000									9549872000	9549872000		20181108192038
96	4196614001									4196614001	4196614001		20181108192038
97	3219531225									3219531225	3219531225		20181108192038
98	3308564000									3308564000	3308564000		20181108192038
99	4105718733									4105718733	4105718733		20181108192038
100	4196845369									4196845369	4196845369		20181108192038
101	5085417890									5085417890	5085417890		20181108192038
102	8037365540									8037365540	8037365540		20181108192038
103	2814404089									2814404089	2814404089		20181108192038
104	7172629700									7172629700	7172629700		20181108192038
105	5124968605									5124968605	5124968605		20181108192038
106	4105465722									4105465722	4105465722		20181108192038
107	9043881820									9043881820	9043881820		20181108192038
108	7406896758									7406896758	7406896758		20181108192038
109	3216338650									3216338650	3216338650		20181108192038
110	6238820925									6238820925	6238820925		20181108192038
111	8593415074									8593415074	8593415074		20181108192038
112	7403745042									7403745042	7403745042		20181108192038
113	7028708485									7028708485	7028708485		20181108192039
114	8147749601									8147749601	8147749601		20181108192039
115	4192542115									4192542115	4192542115		20181108192039
116	5596812623									5596812623	5596812623		20181108192039
118	4078348111									4078348111	4078348111		20181108192039
119	2153451900									2153451900	2153451900		20181108192039
120	2127535540									2127535540	2127535540		20181108192039
121	4194710240									4194710240	4194710240		20181108192039
122	9732670270									9732670270	9732670270		20181108192039
123	9286348356									9286348356	9286348356		20181108192039
124	2099462374									2099462374	2099462374		20181108192039
125	4256733701									4256733701	4256733701		20181108192039
126	7703929764									7703929764	7703929764		20181108192039
127	8453343121									8453343121	8453343121		20181108192039
128	5025855249									5025855249	5025855249		20181108192039
129	2103401212									2103401212	2103401212		20181108192039
130	5188287644									5188287644	5188287644		20181108192039
131	4196916781									4196916781	4196916781		20181108192039
132	7406878990									7406878990	7406878990		20181108192039
133	3052718222									3052718222	3052718222		20181108192039
134	9703720696									9703720696	9703720696		20181108192039
135	9047223939									9047223939	9047223939		20181108192039
136	4023979800									4023979800	4023979800		20181108192039
137	7135127900									7135127900	7135127900		20181108192039
138	8455612773									8455612773	8455612773		20181108192039
139	4192814531									4192814531	4192814531		20181108192039
